example_id,conversation_id,message_id,input_text,context,intent,escalation_expected,escalation_reason,difficulty,annotation_notes
gold_074,652184,652183,"@AmazonHelp justkidding, love u amazon","customer: wheres my amazon’s packagggg
brand: @275084 I'm so sorry for the wait! What does the order confirmation e-mail say the delivery date is? ^MH",other_unclear,auto_handle,,easy,src=gold_067
gold_075,1064854,1064853,@AmazonHelp Thankyou 🙂🙂,"customer: @115830 can i buy another amazonfire stick to use on the same accoun?? kids arguing over who’s using it 🙄 #1NotEnough #Amazon #Love
brand: @340209 Hey Claire- Yup you can. Good idea to keep the kiddies quiet! :) ;) ^NV",other_unclear,escalate,No single defined intent clearly supported.,hard,fallback |src=gold_096
gold_076,1320471,1320473,@AmazonHelp Great! Thanks. Would love to know if there are any updates on this.,"brand: @428319 Thank you for bringing this to our notice, Mukund. Could you please provide the link to the (1/2)^SF
brand: @428319 website that you are referring to, so we can forward it internally for review? (2/2)^SF
customer: @AmazonHelp Ya. Link of the website: https://t.co/2sRneb9EUu
Page with amazon branding: https://t.co/pfVAAQFIIl
brand: @428319 Thank you for sharing. We'll work on this. ^RS",other_unclear,escalate,Follow-up without recoverable primary issue in message/context.,hard,support chase without clear issue |src=gold_116
gold_077,1464282,1464284,@AmazonHelp 8-9 nov,"customer: @115850 @AmazonHelp  Order# 408-9863763-1429137 will my order be shipped or not?
brand: @459871 I understand your concern regarding shipping, Gaurav. Could you let us know if the estimated delivery date of your 1/2 ^HD
brand: @459871 order has passed? Please don't provide your details, we consider it personal info. Our page is visible to public. 2/2 ^HD",other_unclear,escalate,No single defined intent clearly supported.,hard,fallback |src=gold_120
gold_078,1707957,1707954,@AmazonHelp But isn’t a subscription is from .... https://t.co/JzVgRTtpyw,"customer: @115821 really tired of this spam in my email .. https://t.co/0zL3zzWJXU
brand: @517566 I can understand your frustration. At the bottom of the email, click the link that says unsubscribe here. ^SY",other_unclear,escalate,No single defined intent clearly supported.,medium,fallback |src=gold_140
gold_079,1748130,1748130,@AmazonHelp when will you actually help?,,other_unclear,escalate,No single defined intent clearly supported.,medium,fallback |src=gold_144
gold_080,2129931,2129931,Something is wrong with your #Thupparivaalan release @119625 @41046 @84766,,other_unclear,escalate,No single defined intent clearly supported.,medium,fallback |src=gold_154
gold_081,2291263,2291273,"@AmazonHelp Here is 3 websites, one of which being the official Nintendo Website, which says it's out today! You can't honestly tell me that I'm wrong. https://t.co/gc3cVQhxdf","customer: @AmazonHelp I've already done that. Telephone team told me release date was 22nd November and email team told me package was lost.
customer: @AmazonHelp Also just to add more salt to the wound. Your switch title is also set to pre-order still. https://t.co/9Roy9myR8y
brand: @321028 Hi Ben, the website always displays the most up to date info. Apologies for any inconvenience caused ^TP
customer: @AmazonHelp except that it's wrong? The release date of this game is today. I can go into a store pick up a 3ds/Switch/Limited Edition Switch today. You only have two options to purchase.",other_unclear,escalate,No single defined intent clearly supported.,medium,fallback |src=gold_165
gold_082,2291355,2291359,@AmazonHelp mine email if I'd __email__.,"customer: @AmazonHelp I email them 5 times from last 5 days
brand: @665502 I’m sorry about the hassle. Please drop in your details here: https://t.co/GIJyeY99fq. We’ll look into it. ^SB
customer: @AmazonHelp I don't have time to give details everytime, and this time I want compensation.
brand: @665502 I get you being upset. Twitter, being Social Media platform, we can't access your account details. Request you to fill in the details in the link provided earlier, so that we can assist you accordingly. ^JS",other_unclear,escalate,No single defined intent clearly supported.,medium,fallback |src=gold_166
gold_083,2488979,2488978,@AmazonHelp I have figured out that I need a Fire TV adapter which I have ordered.,"customer: @AmazonHelp I  have Prime Video on my Android pad device. Is it possible to ""cast"" to a non-internet enabled TV?
brand: @710775 Hi, Tim! Have you checked the manufacturer's specifications &amp; troubleshooting on the devices you're using? We're here to help in any way we can! ^AZ
customer: @AmazonHelp I'm not that far with things. 
Mistakenly I thought I could use Chromecast but it appears not.
What do I need to be able to do so?",other_unclear,escalate,No single defined intent clearly supported.,medium,fallback |src=gold_179
gold_084,2745932,2745927,@AmazonHelp  https://t.co/zkJKsnilku,"customer: I’m confused @AmazonHelp https://t.co/2WYgf95af1
brand: @768989 Hello Steven. I'm sorry, some Blu-ray discs are not compatible with some players. To learn more, please visit our Help Pages here: https://t.co/fvQNbqfNgY ^KL
customer: @AmazonHelp Yes but if you luck on the first picture it says abc but the notice further down says it’s region A",other_unclear,escalate,No single defined intent clearly supported.,hard,fallback |src=gold_189
gold_085,2831676,2831676,"@115821 bien le amazon prime qui arrive déjà 3 jours plus tard et que soit disant il a voulu le livrer il a pas pu, sauf qu'aucun appel ni sonnerie chez moi ?",,other_unclear,escalate,No single defined intent clearly supported.,medium,fallback |src=gold_197
gold_086,2925537,2925536,"@AmazonHelp Oh, there is ONE book on .ca that isn’t on .com, too bad, I won’t change as the selection is way better on the .com. Thanks for the quick answer.","customer: @116090 if I transfer my Kindle account from .com to .ca, I’ll be able to buy Kindle books on the Canadian site, but will I still be able to buy Kindle books from https://t.co/z9oUnHt0At?
brand: @172138 If the account is transferred to .ca, you will not be able to purchase books through the .com account. I'm sorry for any inconvenience this may cause. ^QJ",other_unclear,escalate,No single defined intent clearly supported.,medium,fallback |src=gold_210
gold_087,24056,24056,Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,,package_missing_or_misdelivered,escalate,Notified delivered but not received.,medium,src=gold_002
gold_088,48914,48913,"@AmazonHelp @1713 It says expected 21 Nov, contact courier for more info. DHL tracking says 2nd delivery attempt will be made (it'll be 3rd), that the driver usually leaves note but sometimes just sets the status but no driver came, i saw no1 out window :(","customer: Amazon Prime: Free next day delivery - or maybe they'll tell you to wait for a 20:30 delivery at your work address 2 consecutive days and then when that fails maybe deliver on the 3rd day. Really annoying! @AmazonHelp @1713
brand: @126911 I'm sorry for the trouble with your delivery. What's the latest tracking update here: https://t.co/aaDyEz1VgE? Have we arranged another delivery attempt for tomorrow, or contacted the courier on your behalf? ^RA",package_missing_or_misdelivered,escalate,No actual courier attempt.,hard,src=gold_003
gold_089,236213,236211,@AmazonHelp Your option menu doesn't cover this contingency without telling me it will charge me for a non-delivered item *again* if I dont send it back,"customer: Hey @AmazonHelp. How do I get an item resent if it never arrived without you recharging me to return said item that never got here?
brand: @172254 So sorry for the missing item! Let's see what options we have to get this sorted: https://t.co/hApLpMlfHN ^JZ
customer: @AmazonHelp I've already tried this. I talked to someone on the phone last week. They were going to resend it. Not here either and no way to track it.",package_missing_or_misdelivered,escalate,Never arrived.,hard,src=gold_027
gold_090,298454,298454,@115821 @147807 so I bought 2 pairs of glasses order no: 112-2503898-5269029. I tracked items ..says delivered but I don't have them,,package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_037
gold_091,343000,342996,"@AmazonHelp When will someone contact me? You know, about your delivery team delivering my package to the wrong house…","customer: @AmazonHelp NOT MY DOOR MAT. NOT MY HOUSE. Where’s my package?!?! https://t.co/swuEHBYMXH
brand: @125690 I'm sorry for any inconvenience! Please provide your details here: https://t.co/hFRI71RDmY and a member from my team will escalate the order to Amazon Logistics for review. Thanks in advance. ^EZ
customer: @AmazonHelp Just let me know what I should tell my patient on Monday; since it’s for her treatment. 👌🏼
brand: @125690 We've received your information and will be escalating it shortly. Thank you for your patience as we look into this delivery issue. ^KB",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_043
gold_092,385642,385640,@AmazonHelp so where is my parcel and I want a refund for my next day delivery 2/2,"customer: @AmazonHelp Well this is a lie, I've been in all day including when they sent me a notication to say my parcel had been delivered 1/2
brand: @175343 Sorry for your delivery experience with us, Kay! Have we tried these steps to help locate it: https://t.co/QKdpKcrCdc. ^JZ
customer: @AmazonHelp The carrier is amazon shipping which isn't even on your list. &amp;anyway, it clearly states I apparently took the parcel in which I didn't 1/2",package_missing_or_misdelivered,escalate,Delivered flag but missing.,hard,src=gold_046
gold_093,436914,436907,@AmazonHelp No thanks. I need the item and that will just delay it more. And last time I sent something back i had to pay shipping back. Not worth it,"brand: @143655 I'm sorry we didn't get your package delivered to you, Kari! Can you tell me the status &amp; carrier listed?https://t.co/Y5jpI9gRhE ^FR
customer: @AmazonHelp This is what it says. But now those strainers that I paid $9.99 for r $7.47. Since I don’t yet have the item can I get back the difference? https://t.co/GyIXx4kUK3
customer: @AmazonHelp This is the last update from yesterday morning https://t.co/uaE5l9KATA
brand: @143655 You can send the package back for a return and place a new order: https://t.co/SOPTYuv9XR ^AF",package_missing_or_misdelivered,escalate,Not delivered.,medium,src=gold_053
gold_094,530824,530822,@AmazonHelp  https://t.co/NiYQXTVygX,"customer: @AmazonHelp hi, I was expecting 3 orders yesterday but only got 2. Any ideas? Tracking ID is Q10341441984 😊
brand: @242944 Hello Zoe, we do not have access to your personal/account details on here, what does the tracking currently says for the last order? ^BD
customer: @AmazonHelp  https://t.co/IKAdhUoixT",package_missing_or_misdelivered,escalate,Missing one of three.,medium,src=gold_061
gold_095,831093,831093,"My freakin @115821 package is still not here 😡 and now it might be lost?! Sad thing is, I still want the items. Ughh just send me my stuff 😩",,package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_078
gold_096,858773,858772,"@AmazonHelp I called customer care, they said they will contact seller and check. But I want my TV deliver soon or money back. I lost faith in @115821","brand: @323902 Sorry about that! Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll look into it. Also, kindly do not ^PB (1/2)
brand: @323902 provide your order/account details as we consider them to be personal information. Our page is visible to public.^PB (2/2)
customer: @AmazonHelp Sorry but it's getting worst. I can see on dashboard that TV got delivered but I didn't receive it. Please refund my money or deliver it
customer: @AmazonHelp I have prepaid 25K. Why don't you guys give a call or check ID proof before delivering item. I need my TV in next two day or Money back.",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_080
gold_097,873767,873768,"@AmazonHelp Nevermind, @AmazonHelp! Just got an email with the return label. Thanks for the help.","customer: @AmazonHelp I started a return but never got a packaging slip. Says my refund won’t be processed until return the item. Any tips?
brand: @327443 Sure thing, Jessica! Have you tried checking your email for a return label? Spam &amp; junk folders included! Let us know! ^SA
customer: @AmazonHelp No luck! And when I got to the order I’m unable to print the packing slip there either. Should I cancel the return and try again?",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_082
gold_098,928365,928364,@AmazonHelp I purchased a gift card online with a promo code for a bonus 15.00 code back. I didn't receive the code and I was given 3 different answers.,"customer: @115821  I can't believe the run around I am getting and the inconsistencies with answers from your customer service.
brand: @340277 That's not what we want to hear. Without posting account info, would you please tell us more about what happened? ^GR",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_085
gold_099,1296799,1296803,@AmazonHelp It is also the 2nd late shipment in the last 15 days.,"brand: @423096 We do ship until 8pm tonight! Let us know if it does not arrive by then. ^LS
customer: @AmazonHelp Nope, no shipment (UPS doesn’t even have it yet).
brand: @423096 I'm sorry about this, late deliveries usually arrive within 1-2 business days. If it hasn't arrived by then please contact us.^BE
customer: @AmazonHelp In what sense was delivery “guaranteed” then?",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_115
gold_100,1539221,1539221,@115850 Refund not received yet for order number 405 2104806 0493930. Please check.,,package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_131
gold_101,1707983,1707981,"@AmazonHelp Trust me if its not here by tomorrow evening im walking to pick it up lol , i have full faith in you!","customer: When your just refreshing a page to see when your #ProjectScorpio has been dispatched .plz dispatch already @15913 @117331 @115830 https://t.co/cfCyu5acf4
brand: @517570 We frequently dispatch and deliver items in the same day. Let us know if you don't receive it by tomorrow evening! ^TN",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_141
gold_102,2018666,2018664,"@AmazonHelp Luckily you guys had messaged me the delivery guys mobile number with the message when package was out for delivery, I was frantically calling him repeatedly but he didn't answer any of my calls, I thought I have to go through the ordeal of contacting customer care.","customer: @115850 i trust you but not your local Amazon Transportation guy in PCMC, Pune #mybuyingexperience #nightmare
brand: @119629 Looks like you are facing an issue with the delivery of your order. Kindly let us know what went wrong so that we can check and work on it for you. ^RI
customer: @AmazonHelp I bought the OP5T in the second sale on 24th and as i am a prime member i opted for one day delivery, as per the app by afternoon it was out for delivery, around 6:30 pm i get a msg saying package delivered, I was stunned as i was at home and didn't received anything.",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_150
gold_103,2154113,2154113,@AmazonHelp. Paid for a mattress on prime. Delivery delayed then turns up today with packaging ripped open and damaged. Driver took it away. Emailed cs as says delivered. CS say refund 2-3wks. didn't ask a refund but for replacement order now.Not acceptable.Pls contact to resolve,,package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_155
gold_104,2290147,2290147,Amazon.in providing pathetic service i purchase one order on 2nd or 3rd nov it was suppose deliver me on 9 th still i didnt get the order n amazon.in guys always said mam today surely we will deliver neither they r giving courier guy number nor they r delivering prodct wt hell,,package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_163
gold_105,2297561,2297555,@AmazonHelp I have had bad experience with all my deliveries this month! I don't understand. It says delivered but it's not then all of a sudden,"customer: @115821 delivery sucks!
brand: @390419 I'm sorry to hear this. Would you be able to tell us more about what happened? ^GR",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_167
gold_106,2313724,2313724,@115821 @AmazonHelp delivered to the wrong address and didn't even verify it was received by the right person I DON'T LIVE THERE and just left for the new tenant and you double charged me HORRIBLE COMPANY AND I WILL SHARE THIS https://t.co/QLvwBT8i4Z,,package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_170
gold_107,2789091,2789091,So Amazon or USPS done messed up. How y’all going say my package was delivered and it’s not in my mailbox or the management office. Either got stolen or y’all just faked.,,package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_193
gold_108,2886573,2887331,"@AmazonHelp @115821 @AmazonHelp @113726 @138673  How could you refuse to accept ur mistake as i am giving you a huge proof as a vedio recording from package opening to your empty box. I need a reply. 
https://t.co/lOXQyJbNJe","customer: @AmazonHelp @115821  Wht happened sir, didnt get any reply from ur team. Wht i need to do with this empty box nd vedio... give me suggetion team amazon.
customer: @AmazonHelp @115821 am i need to make amazon more famous with vedio recording at social sites.. #idea or making money without selling product, #emptybox
brand: @130666 We've emailed a correspondence to you. Kindly check it here: https://t.co/sC1mf2vwg9 and reply to it for further assistance. ^SF
customer: @AmazonHelp What corresponding sir, its not a solution.. ur delivery team missed the product not me.. then why i pay the loss nd take headach.. i just need my money back..",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_205
gold_109,2898872,2898871,"@AmazonHelp Ordered tv
Couldn't change address
Cancelled and reordered
Tv didn't get cancelled
Customer service said it did
Didn't
Customer service said it would be delivered
It did
Rejected twice
Now you don't know where it is
Says it's been delivered when it hasn't
Need the refund asap","customer: @115830 your service for me recently has been shocking. I have emailed you about this issue but don't buy a TV people is a total ballache! Customer service team are not helpful and don't know what's going on. #crapservice #BlackFriday #amazon #unhappy
brand: @130677 I'm very sorry for the issue you've had. Can you elaborate further on what has gone on without posting account or order information as we are unable to view those details via Twitter. ^DO",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_207
gold_110,2926402,2926402,"Glad my dog was home to bark when @3375 delivered my @115821 packages tonight. When boxes are stolen every day, is it really too much trouble to knock or ring a doorbell?",,package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_212
gold_111,2931347,2931347,@AmazonHelp my delivery didn't arrive yesterday so I need to cancel my order but can't on the website or app? Please help,,package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_213
gold_112,2949470,2949474,"@AmazonHelp Ok, didn't get it. Yeah, I ordered like 200€ on your french website and the package was... well, you saw the pics...","customer: @AmazonHelp I ordered this on the French website. Packages sent from personal sellers are in better conditions... -_-
brand: @814544 Hey Matthieu, did you received a response on your french post ?
customer: @AmazonHelp Nope. Nothing.
brand: @814544 I don't understand why, but we do sent you an answer on your french post. So, you ordered something on your website and the package was damaged ?",package_missing_or_misdelivered,escalate,Missing/misdelivered package needs order-specific investigation.,medium,src=gold_217
gold_113,78728,78728,@115850 Amazon Pay Transaction ID: P04-8162414-8751827 was declined by Ridlr but payment of Rs.100 from Amazon Pay Balance has not been reversed yet. Pls. help.,,payment_billing,escalate,Pay balance not reversed.,medium,src=gold_006
gold_114,356396,356396,I am facing problem in debit card payment for my product. It's showing 'your payment failed' everytime.Assist me ASAP @115850 @AmazonHelp,,payment_billing,escalate,Payment/billing disputes need account verification.,medium,src=gold_044
gold_115,421372,421379,@115850 Error occurred while applying Amazon Gift Card :(,"customer: @115850 Very poor service. Amazon Prime waste of money and time. Fake promises. Ordered a phone on 5th oct with prime and not yet received.
brand: @216356 Have you shared your details in the link provided earlier? ^AG
customer: @AmazonHelp Yes. Yesterday
brand: @216356 An email has already been sent with a reply. Kindly check it from the link shared here: https://t.co/NTkrxpsbHJ ^HR",payment_billing,escalate,Payment/billing disputes need account verification.,medium,src=gold_052
gold_116,450766,450766,My Amazon gift card isn't working 😩,,payment_billing,escalate,Payment/billing disputes need account verification.,medium,src=gold_055
gold_117,1282333,1282333,@AmazonHelp After 4 hour the my payment not shown in amazon pay.  Order # 402-5763660-1721927,,payment_billing,escalate,Payment/billing disputes need account verification.,medium,src=gold_113
gold_118,1480481,1480483,"@AmazonHelp A charge was accidentally made with the gift card and so they said there is nothing that can be done, even though it was supposed to have","customer: @AmazonHelp your team accidentally put my mom's refund on a gift card instead of her Amazon credit card and you won't fix it. Why.
brand: @463779 I'm sorry about the frustrating experience, Sam. What kind of insight were you given when you spoke with us? ^AJ
customer: @AmazonHelp She spoke to two different people and they said there was nothing that could be done for it it be switched back to her credit card
customer: @AmazonHelp So now she has to still pay for these items with interest on her credit card that she returned",payment_billing,escalate,Payment/billing disputes need account verification.,medium,src=gold_123
gold_119,2200710,2200710,@115850 can refund received in the form of amazon pay balance be transfred to bank account ?,,payment_billing,escalate,Payment/billing disputes need account verification.,medium,src=gold_158
gold_120,2291188,2291188,@115850 can I please get my money back from Amazon pay to my bank account?,,payment_billing,escalate,Payment/billing disputes need account verification.,medium,src=gold_164
gold_121,2891820,2891818,@AmazonHelp I cancelled an order the other day and looking at my bank account this morning i noticed i was charged twice for the cancelled item,"customer: @AmazonHelp i have an issue with an order if you can help me
brand: @225092 I'm sorry you're having trouble with an order. We'd love to help! Without giving account or order specifics, can you tell us what's going on? ^AN",payment_billing,escalate,Payment/billing disputes need account verification.,medium,src=gold_206
gold_122,2926357,2926353,"@809669 @AmazonHelp As discussed, Rather than your POOR REPETITIVE execuses and causing more agony. Please cancel the order. You ensure all possible ways to cause inconvenience. Unfortunately I am still struck with you due to Amazon Pay Balance. My bad and hard luck.","customer: @AmazonHelp Exactly, for my pin code, I was told that it will be delivered in 2-4 days. As per my calculation, 2-4 days from 25th is 29th. Moreover, if you can the screenshots, both you customer care executives have 'promised' a delivery on 29th.
brand: @809669 Let us take a closer look at this. Please provide your details here: https://t.co/beaaDm0muc &amp; we'll be glad to assist you. ^SF
customer: @AmazonHelp @307929
customer: @809669 @AmazonHelp Please see the attached confirmation from your email support. Whom to believe? https://t.co/bqTFp1hayh",payment_billing,escalate,Payment/billing disputes need account verification.,medium,src=gold_211
gold_123,1006601,1006601,"@AmazonHelp I am being charged twice for the same book rental,what do i need to do to fix this?",,payment_billing,escalate,Payment/billing disputes need account verification.,medium,topup:payment_billing
gold_124,2283509,2283509,@AmazonHelp Hi! I've just realised that I've been charged twice for an item that I pre-ordered and hasn't even been dispatched yet.,,payment_billing,escalate,Payment/billing disputes need account verification.,medium,topup:payment_billing
gold_125,926678,926678,@115850 is there any new user offer for joining amazon prime going on like 250 amazon pay cashback?,,payment_billing,escalate,Payment/billing disputes need account verification.,medium,topup:payment_billing
gold_126,964964,964964,omg I just called @115821 because I was charged twice for prime and when I got off the phone they charged me a tHIRD TIME what is this,,payment_billing,escalate,Payment/billing disputes need account verification.,medium,topup:payment_billing
gold_127,226016,247520,@174807 @AmazonHelp I agree. I'm rethinking on renewing my prime membership cos I can't view it on Chromecast,"brand: @169618 Thank you for your participation, Arun and good luck. Do keep us posted. ^SB
customer: @119625 Do u guys plan to support streaming on chromecast?
brand: @174807 I'm unable to comprehend your concern. Kindly elaborate. ^MK
customer: @AmazonHelp nice dodge! but still, this is tuff for consumers :(. If I want a new channel say ESPN I shouldn't have to buy ESPN fire stick.",prime_membership,auto_handle,,medium,src=gold_026
gold_128,393587,393587,"ok maybe I'm an idiot who clicks to fast, but it's too easy to accidentally sign up for an @115821 prime membership while checking out.",,prime_membership,auto_handle,,medium,src=gold_048
gold_129,695164,695162,"@AmazonHelp yes I’ve done that, but I need to speak to someone or message but there is no way from the website, just endless circles.....","customer: @115830 Hi I cancelled my ‘Prime’ account on 27th July, it is still running? Please DM me thanks
brand: @285793 Hi Lucy! We don't have access to your Amazon account via Twitter. You can check if you have an active Prime membership here: https://t.co/sxdyXEDaKn

-Conor.",prime_membership,auto_handle,,medium,src=gold_069
gold_130,711086,711086,"50 balles par an pour être prime.. 
Pas sur que ça soit rentable hein @120533  ? c'est un peut osé là 🤔 https://t.co/W6qqF1SYjS",,prime_membership,auto_handle,,medium,src=gold_072
gold_131,758990,758990,Wondering what the value of having a  prime membership is when it seems nothing ever comes in 2 days w/ 2 day shipping... @115821 #fail,,prime_membership,auto_handle,,easy,src=gold_074
gold_132,973965,973965,@115850 false promises. No updates and not informing customers... Is what I can say about Amazon delivery even after hvng prime membership,,prime_membership,auto_handle,,medium,src=gold_088
gold_133,1046698,1046696,@AmazonHelp You've intentionally made the free delivery option worse as a differentiator to push Prime membership.,"customer: I keep forgetting that Amazon now sit on the free delivery orders for a few days if they can't send it on a slower service.
customer: 6 days, still not dispatched. They're pretty serious about making sure non-Prime customers don't accidentally get good service. @115830
brand: @232451 Hello, when you placed the order what were the dates provided to you for the delivery ? Have we exceeded that time? ^CR
customer: @AmazonHelp The point is you've delayed dispatch by almost a full week to meet the very last date of the estimated arrival window.",prime_membership,auto_handle,,medium,src=gold_095
gold_134,1681804,1681800,@AmazonHelp None of these scenarios apply. Can you please check my Prime membership? I am supposed to have a free membership for 6 months?,"customer: @AmazonHelp I found an Amazon transaction on my bank statement that I can't place? Help?

Thank you.
brand: @410832 Sorry for the trouble! If you find an unknown charge on your balance/statement, please check here: https://t.co/nZUYOZk4TT ^TG",prime_membership,auto_handle,,medium,src=gold_139
gold_135,1739849,1739849,@AmazonHelp @118797 Why can't I use my Prime Subscription anymore? I've got Amazon Prime.,,prime_membership,auto_handle,,medium,src=gold_143
gold_136,2117625,2117608,@AmazonHelp How does that help when as part of prime membership it wad promised for yesterday and not told til late last night? I needed it yesterday.,"customer: @115830 no new deluvery date.  Ordered with prime.  Due today. Speak to me people. https://t.co/AjlSOXxRng
customer: @115830 Still no response. What is the point of your twitter account?
brand: @624121 Sorry for the delayed order &amp; response. Let us know if you haven't received it by the 20th, We want to make sure you get it. ^CL",prime_membership,auto_handle,,medium,src=gold_152
gold_137,2501935,2501938,@AmazonHelp But how come you can order it at full price  and not at sale price... surely it is the same product on the same shelf in the warehouse,"customer: @AmazonHelp how come in stock changes for non prime members and prime members? plus i've been charged a £1
brand: @136972 Would you mind giving me an example of an item that has showed in stock for prime members and out of stock for everyone else? If you've been charged £1 this is typically an authorisation. Have you recently signed up for a Prime trial? https://t.co/xGQWpR2bAB ^VF
customer: @AmazonHelp Armani Diamonds perfume is £48.99 - yesterday it was advertised as £37.00 for prime members - however if you paid £48.99 it was in stock but £37 it was out of stock? I signed up for a trial yesterday
brand: @136972 Certain sales have limited stock available, once the stock available is depleted the sale will be removed shortly after. Definitely keep an eye out though as we put up new sales all the time. ^GS",prime_membership,auto_handle,,medium,src=gold_180
gold_138,2603012,2603013,@736630 @AmazonHelp The linked page doesn't explain why items advertised as free one-day delivery via Prime subscription will take 4 days to arrive. Maybe don't bother renewing Prime when this year is up.,"brand: @736630 Hello. This Help page gives details on how our Shipping and Delivery dates are calculated: https://t.co/e2CV3I9RvC ^DO
customer: @AmazonHelp Why have you changed Prime in the UK to FOUR DAYS? I’ve paid for next day delivery with Prime, why is it taking four days?
customer: @AmazonHelp I only use it because it’s fast. As it’s not, why should I renew it?
customer: @AmazonHelp So you’ve “dispatched” these. Are you walking them round? https://t.co/dGnNektrNt",prime_membership,auto_handle,,medium,src=gold_182
gold_139,2708460,2708460,"okay. so if the shipping costs are included in my amazon prime membership — when something isn’t delivered by the promised time, why am i not being credited or reimbursed?",,prime_membership,auto_handle,,medium,src=gold_186
gold_140,2935879,2935878,@AmazonHelp Yes I do have prime account already neither I renewed it nor added any new services to this. Despite of that my card was charged without my consent,"customer: @115830 I believed in you till today but the moment you debited my credit card account without my permission I have lost trust in you #fraud #AmazonPrime
brand: @811664 Hi there! I'm sorry that you were charged for Prime unexpectedly. Just to clarify, did you already have a Prime account and it was renewed, or was this a charge for a new Prime membership? ^SP",prime_membership,auto_handle,,medium,src=gold_215
gold_141,126365,126329,@AmazonHelp Keep your offers and apologies for other customers. I just want my money back. Not going to use @115850 and @132995 for this kind of pathetic service.,"brand: @144362 Thank you for sharing the details, We'll get in touch with you soon. ^VH
customer: @AmazonHelp I haven't received my mobile yet, and you are asking for feedback. Now how low can you go? #pathetic https://t.co/ZwZiSO2rZt
brand: @144362 The email sent to you is an automated feedback email. However, I'll be sure to share your comments on this as feedback with our team internally for a review. ^SF
customer: @AmazonHelp It is 8:13PM and I am moving out from the address. I tried to cancel the request but not able to cancel through web and app.",refund_request,escalate,Money back ask.,easy,src=gold_012
gold_142,264807,264805,@115850 Order# 402-0467289-1941134 was supposed to be delivered now..paid 150 extra...i need my money back !!!,customer: @115850 stop giving tall fake offers if u cannot fulfill it..ordered item for next day delivery but u again failed...need my money back,refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_028
gold_143,278698,278698,"@118919 doesnt knw what they are saying,. What kind of people have u kept there..i want refund",,refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_032
gold_144,317603,317605,@AmazonHelp They offered me replacement but i want refund.,"customer: @AmazonHelp Order - #407-9390765-3239506 Received defective product. Self Ship the product. Please Refund.
brand: @191800 you to wait. Please don't provide your order details, as we consider it to be personal information. Our page is public. (2/2)^AU
brand: @191800 I'm sorry for that. Usually the refunds would be processed once the product reaches back to the seller. I request (1/2)^AU",refund_request,escalate,Wants refund not replacement.,medium,src=gold_039
gold_145,317639,317639,Where's my package at @AmazonHelp??? My package was late for its 2 day and now have an underliverable today. At least give me my money back,,refund_request,escalate,Money back for failed delivery.,medium,src=gold_040
gold_146,381705,381706,@AmazonHelp @115850 i want my refund back against order number #408-0910267-8989113,"customer: Duplicate products sold by #Amazon i have ordered for baby prouduct online and its duplicate have lost trust on #amazonprime
customer: @115850  reply for this
brand: @206514 our support team here: https://t.co/vlvfJr4nN9. They'll look into it right away. (2/2) ^ST
brand: @206514 Extremely sorry for the mess. We certainly did not intend this to happen. Please report this to (1/2) ^ST",refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_045
